CD_ENTIDADE,NM_ENTIDADE,TP_ENTIDADE,DC_TIPO_ENTIDADE,TX_ACERTO,DC_HABILIDADE,CD_HABILIDADE,VL_FILTRO_DISCIPLINA,VL_FILTRO_ETAPA,VL_FILTRO_REDE,VL_FILTRO_AVALIACAO,DC_FILTRO_AVALIACAO,NM_REGIONAL
00005,TIANGUA,02,REGIONAL,82,"Comparar ou ordenar o objeto/pessoa/animal por meio dos atributos de comprimento, altura, espessura e capacidade.",H 08 (D210_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),TIANGUA
00007,CANINDE,02,REGIONAL,58,Utilizar as relações entre as medidas dos ângulos formados entre uma reta transversal e um feixe de retas paralelas para se obter a medida de um ângulo especificado.,H 13 (D157_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),CANINDE
00008,BATURITE,02,REGIONAL,53,Inferir informações em textos.,H 05 (D023_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00003,ACARAU,02,REGIONAL,0,"Reconhecer ângulos como mudança de direção ou giros, identificando ângulos retos e não-retos.",H 19 (D192_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,ESTADUAL,18621,1º AVALIE.CE 2024,
00005,TIANGUA,02,REGIONAL,44,Utilizar equação polinomial de 1º grau na resolução de problema.,H 13 (D083_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,ESTADUAL,18621,1º AVALIE.CE 2024,
00008,BATURITE,02,REGIONAL,33,Identificar números naturais segundo critérios de ordem.,H 01 (D003_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO,ESTADUAL,18621,1º AVALIE.CE 2024,
00008,BATURITE,02,REGIONAL,65,"Reconhecer a unidade adequada para registrar uma determinada medição de comprimento, massa ou capacidade.",H 09 (D178_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00007,CANINDE,02,REGIONAL,69,Identificar um sistema de equações do 1º grau que expressa um problema.,H 11 (D121_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,ESTADUAL,18621,1º AVALIE.CE 2024,
00004,CAMOCIM,02,REGIONAL,55,"Resolver problema com números naturais, envolvendo diferentes significados das operações (adição, subtração, multiplicação, divisão, potenciação).",H 06 (D053_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00001,MARACANAU,02,REGIONAL,64,Distinguir um fato da opinião.,H 12 (D038_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00004,CAMOCIM,02,REGIONAL,62,Reconhecer o efeito de sentido decorrente da escolha de uma determinada palavra ou expressão.,H 11 (D053_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,PÚBLICA,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),CAMOCIM
00006,SOBRAL,02,REGIONAL,39,Utilizar noções de probabilidade na resolução de problema.,H 21 (D203_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00007,CANINDE,02,REGIONAL,35,Utilizar porcentagem na resolução de problemas.,H 06 (D045_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),CANINDE
00008,BATURITE,02,REGIONAL,32,Utilizar área de figuras bidimensionais na resolução de problema.,H 17 (D186_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,PÚBLICA,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),BATURITE
00006,SOBRAL,02,REGIONAL,46,Efetuar cálculos simples com valores aproximados de radicais.,H 05 (D052_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,ESTADUAL,18621,1º AVALIE.CE 2024,
00003,ACARAU,02,REGIONAL,80,Identificar a localização ou a movimentação de pessoas ou objetos em uma representação plana do espaço.,H 06 (D150_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),ACARAU
00004,CAMOCIM,02,REGIONAL,17,"Reconhecer ângulos como mudança de direção ou giros, identificando ângulos retos e não-retos.",H 19 (D192_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00002,ITAPIPOCA,02,REGIONAL,43,Utilizar proporcionalidade entre duas grandezas na resolução de problema.,H 10 (D075_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00006,SOBRAL,02,REGIONAL,71,Reconhecer efeitos de sentido decorrentes do uso ou função da pontuação e de outras notações.,H 06 (D025_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),SOBRAL
00001,MARACANAU,02,REGIONAL,68,Localizar informação explícita.,H 04 (D021_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00002,ITAPIPOCA,02,REGIONAL,41,Reconhecer fração como representação associada a diferentes significados.,H 01 (D013_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00008,BATURITE,02,REGIONAL,-,Identificar uma relação entre conjuntos que representa uma função.,H 03 (D019_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),BATURITE
00007,CANINDE,02,REGIONAL,50,Identificar um sistema de equações do 1º grau que expressa um problema.,H 11 (D121_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00002,ITAPIPOCA,02,REGIONAL,69,Corresponder figuras tridimensionais às suas planificações.,H 07 (D145_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00003,ACARAU,02,REGIONAL,64,Inferir o sentido de palavra ou expressão a partir do contexto.,H 05 (D022_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),ACARAU
00007,CANINDE,02,REGIONAL,50,Identificar a localização ou a movimentação de pessoas ou objetos em uma representação plana do espaço.,H 16 (D150_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),CANINDE
00002,ITAPIPOCA,02,REGIONAL,21,Utilizar o princípio multiplicativo de contagem na resolução de problema.,H 07 (D047_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),ITAPIPOCA
00008,BATURITE,02,REGIONAL,82,Interpretar textos que articulam elementos verbais e não verbais.,H 12 (D057_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00005,TIANGUA,02,REGIONAL,39,"Reconhecer figuras obtidas por composições de transformações geométricas (translação, reflexão e rotação).",H 04 (D017_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,PÚBLICA,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),TIANGUA
00001,MARACANAU,02,REGIONAL,51,"Utilizar conversão entre unidades de medida, na resolução de problema.",H 19 (D181_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,ESTADUAL,18621,1º AVALIE.CE 2024,
00002,ITAPIPOCA,02,REGIONAL,57,Localizar informação explícita.,H 04 (D021_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,ESTADUAL,18621,1º AVALIE.CE 2024,
00007,CANINDE,02,REGIONAL,54,Executar cálculos com números naturais.,H 04 (D025_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00006,SOBRAL,02,REGIONAL,45,Identificar marcas linguísticas em um texto.,H 13 (D044_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00004,CAMOCIM,02,REGIONAL,65,Inferir informações em textos.,H 06 (D023_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00002,ITAPIPOCA,02,REGIONAL,39,Reconhecer efeitos de sentido decorrentes do uso ou função da pontuação e de outras notações.,H 05 (D025_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00005,TIANGUA,02,REGIONAL,49,Utilizar porcentagem na resolução de problemas.,H 06 (D045_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),TIANGUA
00003,ACARAU,02,REGIONAL,38,Utilizar o cálculo do valor numérico de expressões algébricas na resolução de problemas.,H 11 (D118_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),ACARAU
00007,CANINDE,02,REGIONAL,24,Utilizar a relação entre litro e decímetro cúbico ou litro e metro cúbico na resolução de problema.,H 20 (D182_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00006,SOBRAL,02,REGIONAL,64,Utilizar o cálculo do valor numérico de expressões algébricas na resolução de problemas.,H 12 (D118_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),SOBRAL
00008,BATURITE,02,REGIONAL,92,"Utilizar números naturais, envolvendo diferentes significados das operações de adição e subtração, na resolução de problemas.",H 02 (D031_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO,ESTADUAL,18621,1º AVALIE.CE 2024,
00002,ITAPIPOCA,02,REGIONAL,39,Corresponder figuras tridimensionais às suas planificações.,H 10 (D145_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00008,BATURITE,02,REGIONAL,69,Corresponder figuras tridimensionais às suas planificações.,H 07 (D145_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00003,ACARAU,02,REGIONAL,38,"Reconhecer figuras obtidas por composições de transformações geométricas (translação, reflexão e rotação).",H 04 (D017_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),ACARAU
00001,MARACANAU,02,REGIONAL,34,Identificar simetrias ou eixos de simetria em figuras geométricas planas.,H 18 (D218_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00002,ITAPIPOCA,02,REGIONAL,78,Reconhecer os elementos que compõem uma narrativa e o conflito gerador.,H 08 (D030_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),ITAPIPOCA
00003,ACARAU,02,REGIONAL,0,"Fatorar e/ou simplificar expressões algébricas, com base nos produtos notáveis.",H 02 (D018_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),ACARAU
00006,SOBRAL,02,REGIONAL,67,Reconhecer recursos estilísticos utilizados na construção de textos.,H 09 (D043_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),SOBRAL
00002,ITAPIPOCA,02,REGIONAL,33,Utilizar medidas de tendência central na resolução de problemas.,H 22 (D207_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),ITAPIPOCA
00008,BATURITE,02,REGIONAL,68,Reconhecer os elementos que compõem uma narrativa e o conflito gerador.,H 08 (D030_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00005,TIANGUA,02,REGIONAL,71,Identificar a localização ou a movimentação de pessoas ou objetos em uma representação plana do espaço.,H 16 (D150_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,ESTADUAL,18621,1º AVALIE.CE 2024,
00008,BATURITE,02,REGIONAL,100,Reconhecer o assunto de um texto lido.,H 07 (D028_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,ESTADUAL,18621,1º AVALIE.CE 2024,
00005,TIANGUA,02,REGIONAL,63,Inferir informações em textos.,H 05 (D023_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,ESTADUAL,18621,1º AVALIE.CE 2024,
00003,ACARAU,02,REGIONAL,75,Utilizar o princípio multiplicativo de contagem na resolução de problema.,H 07 (D047_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),ACARAU
00002,ITAPIPOCA,02,REGIONAL,66,Identificar informações a partir de dados dispostos em tabelas ou gráficos.,H 10 (D200_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00007,CANINDE,02,REGIONAL,47,Reconhecer formas de tratar uma informação na comparação de textos que tratam do mesmo tema.,H 02 (D019_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,PÚBLICA,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),CANINDE
00006,SOBRAL,02,REGIONAL,78,"Utilizar números naturais, envolvendo diferentes significados das operações de adição e subtração, na resolução de problemas.",H 04 (D031_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00006,SOBRAL,02,REGIONAL,68,Utilizar área de figuras bidimensionais na resolução de problema.,H 12 (D186_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),SOBRAL
00004,CAMOCIM,02,REGIONAL,61,Corresponder números racionais a pontos da reta numérica.,H 01 (D015_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,PÚBLICA,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),CAMOCIM
00002,ITAPIPOCA,02,REGIONAL,78,Reconhecer efeitos de sentido decorrentes do uso ou função da pontuação e de outras notações.,H 07 (D025_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00008,BATURITE,02,REGIONAL,85,Identificar informações a partir de dados dispostos em tabelas ou gráficos.,H 07 (D200_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),BATURITE
00007,CANINDE,02,REGIONAL,37,"Utilizar números naturais, envolvendo diferentes significados das operações de multiplicação e divisão, na resolução de problemas.",H 06 (D032_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00007,CANINDE,02,REGIONAL,56,Reconhecer o efeito de sentido decorrente da exploração de recursos morfossintáticos.,H 15 (D054_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,ESTADUAL,18621,1º AVALIE.CE 2024,
00002,ITAPIPOCA,02,REGIONAL,63,Reconhecer efeitos de sentido decorrentes do uso ou função da pontuação e de outras notações.,H 06 (D025_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00007,CANINDE,02,REGIONAL,82,Corresponder cédulas e/ou moedas do sistema monetário brasileiro.,H 09 (D212_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),CANINDE
00001,MARACANAU,02,REGIONAL,38,Utilizar equação polinomial de 1º grau na resolução de problema.,H 08 (D083_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),MARACANAU
00005,TIANGUA,02,REGIONAL,36,Classificar quadriláteros por meio de suas propriedades.,H 12 (D144_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,ESTADUAL,18621,1º AVALIE.CE 2024,
00007,CANINDE,02,REGIONAL,62,Localizar informação explícita.,H 09 (D021_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO,ESTADUAL,18621,1º AVALIE.CE 2024,
00004,CAMOCIM,02,REGIONAL,62,Utilizar a soma das medidas dos ângulos internos de um triângulo na resolução de problemas.,H 18 (D168_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00003,ACARAU,02,REGIONAL,67,Identificar a localização ou a movimentação de pessoas ou objetos em uma representação plana do espaço.,H 16 (D150_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00008,BATURITE,02,REGIONAL,-,Utilizar proporcionalidade entre duas grandezas na resolução de problema.,H 07 (D075_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),BATURITE
00007,CANINDE,02,REGIONAL,38,Executar cálculos com números naturais.,H 04 (D025_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00005,TIANGUA,02,REGIONAL,36,Utilizar relações métricas de um triângulo retângulo na resolução de problema.,H 10 (D088_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),TIANGUA
00008,BATURITE,02,REGIONAL,-,Utilizar o cálculo do valor numérico de expressões algébricas na resolução de problemas.,H 12 (D118_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),BATURITE
00006,SOBRAL,02,REGIONAL,68,Utilizar sistema de equações polinomiais de 1º grau na resolução de problema.,H 09 (D087_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,ESTADUAL,18621,1º AVALIE.CE 2024,
00003,ACARAU,02,REGIONAL,100,"Reconhecer a unidade adequada para registrar uma determinada medição de comprimento, massa ou capacidade.",H 09 (D178_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,ESTADUAL,18621,1º AVALIE.CE 2024,
00001,MARACANAU,02,REGIONAL,58,"Utilizar números naturais, envolvendo diferentes significados das operações de adição e subtração, na resolução de problemas.",H 07 (D031_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),MARACANAU
00004,CAMOCIM,02,REGIONAL,32,Identificar uma relação entre conjuntos que representa uma função.,H 03 (D019_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,PÚBLICA,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),CAMOCIM
00006,SOBRAL,02,REGIONAL,58,Reconhecer fração como representação associada a diferentes significados.,H 06 (D013_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),SOBRAL
00006,SOBRAL,02,REGIONAL,52,Reconhecer o sentido das relações lógico-discursivas em um texto.,H 13 (D039_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00001,MARACANAU,02,REGIONAL,44,Corresponder números inteiros a pontos da reta numérica.,H 03 (D016_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00008,BATURITE,02,REGIONAL,75,Identificar e registrar regularidades em sequências numéricas.,H 08 (D129_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,ESTADUAL,18621,1º AVALIE.CE 2024,
00002,ITAPIPOCA,02,REGIONAL,28,Corresponder números irracionais a pontos da reta numérica.,H 05 (D021_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,PÚBLICA,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),ITAPIPOCA
00001,MARACANAU,02,REGIONAL,32,Corresponder o horário de início e de término com o intervalo de duração de um evento ou acontecimento.,H 17 (D180_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),MARACANAU
00001,MARACANAU,02,REGIONAL,29,"Utilizar conversão entre unidades de medida, na resolução de problema.",H 16 (D181_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00003,ACARAU,02,REGIONAL,57,Reconhecer fração como representação associada a diferentes significados.,H 06 (D013_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,PÚBLICA,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),ACARAU
00007,CANINDE,02,REGIONAL,34,"Executar cálculos entre números representados em forma de potência, com expoentes inteiros, expressando o resultado em notação científica.",H 01 (D011_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),CANINDE
00002,ITAPIPOCA,02,REGIONAL,21,Utilizar o princípio multiplicativo de contagem na resolução de problema.,H 07 (D047_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,PÚBLICA,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),ITAPIPOCA
00007,CANINDE,02,REGIONAL,40,Utilizar equação polinomial de 1º grau na resolução de problema.,H 09 (D083_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),CANINDE
00003,ACARAU,02,REGIONAL,50,Distinguir um fato da opinião.,H 10 (D038_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),ACARAU
00006,SOBRAL,02,REGIONAL,66,Reconhecer o sentido das relações lógico-discursivas em um texto.,H 08 (D039_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),SOBRAL
00008,BATURITE,02,REGIONAL,50,Localizar informação explícita.,H 04 (D021_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,ESTADUAL,18621,1º AVALIE.CE 2024,
00007,CANINDE,02,REGIONAL,22,"Utilizar números racionais, envolvendo diferentes significados das operações, na resolução de problema.",H 05 (D040_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00005,TIANGUA,02,REGIONAL,70,Identificar informações a partir de dados dispostos em tabelas ou gráficos.,H 10 (D200_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,ESTADUAL,18621,1º AVALIE.CE 2024,
00002,ITAPIPOCA,02,REGIONAL,100,Utilizar a soma das medidas dos ângulos internos de um triângulo na resolução de problemas.,H 18 (D168_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,ESTADUAL,18621,1º AVALIE.CE 2024,
00008,BATURITE,02,REGIONAL,32,Representar um número em notação científica.,H 02 (D012_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),BATURITE
00002,ITAPIPOCA,02,REGIONAL,69,Reconhecer efeito de humor ou de ironia em um texto.,H 07 (D024_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00002,ITAPIPOCA,02,REGIONAL,63,Localizar informação explícita.,H 04 (D021_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),ITAPIPOCA
00001,MARACANAU,02,REGIONAL,66,Identificar informações a partir de dados dispostos em tabelas ou gráficos.,H 14 (D200_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),MARACANAU
00003,ACARAU,02,REGIONAL,81,Identificar e registrar regularidades em sequências numéricas.,H 08 (D129_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00002,ITAPIPOCA,02,REGIONAL,41,"Utilizar números inteiros, envolvendo diferentes significados das operações, na resolução de problemas.",H 06 (D041_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00002,ITAPIPOCA,02,REGIONAL,26,"Fatorar e/ou simplificar expressões algébricas, com base nos produtos notáveis.",H 02 (D018_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,PÚBLICA,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),ITAPIPOCA
00002,ITAPIPOCA,02,REGIONAL,10,Identificar figuras bidimensionais por meio de suas características.,H 09 (D140_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,ESTADUAL,18621,1º AVALIE.CE 2024,
00004,CAMOCIM,02,REGIONAL,51,Corresponder figuras tridimensionais às suas planificações.,H 10 (D145_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00002,ITAPIPOCA,02,REGIONAL,65,Identificar informações a partir de dados dispostos em tabelas ou gráficos.,H 14 (D200_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),ITAPIPOCA
